Runde;Block;Gebot;Bietender
42;10A 3,6 GHz;Kein Gebot;Kein Gebot
42;11A 3,6 GHz;Kein Gebot;Kein Gebot
42;12A 3,6 GHz;4402000;Telekom
42;13A 3,6 GHz;4002000;Vodafone
42;14A 3,6 GHz;4002000;Telekom
42;15A 3,6 GHz;4002000;Telekom
42;16A 3,6 GHz;4002000;Telekom
42;17A 3,6 GHz;4002000;Telekom
42;18A 3,6 GHz;4002000;Telekom
42;19A 3,6 GHz;4002000;Vodafone
42;20A 3,6 GHz;4002000;Telekom
42;21A 3,6 GHz;23639000;1&1 Drillisch
42;22A 3,6 GHz;23639000;1&1 Drillisch
42;23A 3,6 GHz;23639000;1&1 Drillisch
42;24A 3,6 GHz;23870000;Vodafone
42;25A 3,6 GHz;23870000;Vodafone
42;26A 3,6 GHz;23890000;Telefónica Deutschland
42;27A 3,6 GHz;23890000;Telefónica Deutschland
42;28A 3,6 GHz;23890000;Telefónica Deutschland
42;29K 3,6 GHz;23870000;Telekom
43;01A 2 GHz;27797000;1&1 Drillisch
43;02A 2 GHz;27797000;1&1 Drillisch
43;03A 2 GHz;27787000;Telekom
43;04A 2 GHz;27787000;Telekom
43;05A 2 GHz;27787000;Telefónica Deutschland
43;06A 2 GHz;28465000;Telekom
43;07A 2 GHz;27500000;Vodafone
43;08A 2 GHz;27500000;Telekom
43;09A 2 GHz (2026);14230000;Telefónica Deutschland
43;10A 2 GHz (2026);24439000;Telefónica Deutschland
43;11A 2 GHz (2026);26125000;Telefónica Deutschland
43;12A 2 GHz (2026);26125000;Vodafone
43;01K 3,6 GHz;2000000;1&1 Drillisch
43;02A 3,6 GHz;4402000;Vodafone
43;03A 3,6 GHz;4402000;Vodafone
43;04A 3,6 GHz;4402000;Vodafone
43;05A 3,6 GHz;4864000;Vodafone
43;06A 3,6 GHz;4422000;Telefónica Deutschland
43;07A 3,6 GHz;4422000;Telefónica Deutschland
43;08A 3,6 GHz;4422000;Telefónica Deutschland
43;09A 3,6 GHz;4422000;Telefónica Deutschland
43;10A 3,6 GHz;4402000;Telekom
43;11A 3,6 GHz;4402000;Telekom
43;12A 3,6 GHz;4402000;Telekom
43;13A 3,6 GHz;4002000;Vodafone
43;14A 3,6 GHz;4002000;Telekom
43;15A 3,6 GHz;4002000;Telekom
43;16A 3,6 GHz;4002000;Telekom
43;17A 3,6 GHz;4002000;Telekom
43;18A 3,6 GHz;4002000;Telekom
43;19A 3,6 GHz;24402000;1&1 Drillisch
43;20A 3,6 GHz;24402000;1&1 Drillisch
43;21A 3,6 GHz;23639000;1&1 Drillisch
43;22A 3,6 GHz;23639000;1&1 Drillisch
43;23A 3,6 GHz;23639000;1&1 Drillisch
43;24A 3,6 GHz;23870000;Vodafone
43;25A 3,6 GHz;23870000;Vodafone
43;26A 3,6 GHz;23890000;Telefónica Deutschland
43;27A 3,6 GHz;23890000;Telefónica Deutschland
43;28A 3,6 GHz;23890000;Telefónica Deutschland
43;29K 3,6 GHz;23870000;Telekom
44;01A 2 GHz;30576000;Vodafone
44;02A 2 GHz;30576000;Vodafone
44;03A 2 GHz;27787000;Telekom
44;04A 2 GHz;27787000;Telekom
44;05A 2 GHz;30585000;Telefónica Deutschland
44;06A 2 GHz;28465000;Telekom
44;07A 2 GHz;27500000;Vodafone
44;08A 2 GHz;27500000;Telekom
44;09A 2 GHz (2026);14230000;Telefónica Deutschland
44;10A 2 GHz (2026);24439000;Telefónica Deutschland
44;11A 2 GHz (2026);26125000;Telefónica Deutschland
44;12A 2 GHz (2026);26125000;Vodafone
44;01K 3,6 GHz;2000000;1&1 Drillisch
44;02A 3,6 GHz;4402000;Vodafone
44;03A 3,6 GHz;4402000;Vodafone
44;04A 3,6 GHz;4402000;Vodafone
44;05A 3,6 GHz;4864000;Vodafone
44;06A 3,6 GHz;4422000;Telefónica Deutschland
44;07A 3,6 GHz;4422000;Telefónica Deutschland
44;08A 3,6 GHz;4422000;Telefónica Deutschland
44;09A 3,6 GHz;4422000;Telefónica Deutschland
44;10A 3,6 GHz;4402000;Telekom
44;11A 3,6 GHz;4402000;Telekom
44;12A 3,6 GHz;4402000;Telekom
44;13A 3,6 GHz;4402000;Telekom
44;14A 3,6 GHz;4002000;Telekom
44;15A 3,6 GHz;4402000;Telefónica Deutschland
44;16A 3,6 GHz;4002000;Telekom
44;17A 3,6 GHz;4002000;Telekom
44;18A 3,6 GHz;4002000;Telekom
44;19A 3,6 GHz;24402000;1&1 Drillisch
44;20A 3,6 GHz;24402000;1&1 Drillisch
44;21A 3,6 GHz;23639000;1&1 Drillisch
44;22A 3,6 GHz;23639000;1&1 Drillisch
44;23A 3,6 GHz;26002000;Vodafone
44;24A 3,6 GHz;23870000;Vodafone
44;25A 3,6 GHz;23870000;Vodafone
44;26A 3,6 GHz;23890000;Telefónica Deutschland
44;27A 3,6 GHz;23890000;Telefónica Deutschland
44;28A 3,6 GHz;23890000;Telefónica Deutschland
44;29K 3,6 GHz;23870000;Telekom
45;01A 2 GHz;30576000;Vodafone
45;02A 2 GHz;30576000;Vodafone
45;03A 2 GHz;27787000;Telekom
45;04A 2 GHz;27787000;Telekom
45;05A 2 GHz;30585000;Telefónica Deutschland
45;06A 2 GHz;28465000;Telekom
45;07A 2 GHz;27500000;Vodafone
45;08A 2 GHz;27500000;Telekom
45;09A 2 GHz (2026);14230000;Telefónica Deutschland
45;10A 2 GHz (2026);24439000;Telefónica Deutschland
45;11A 2 GHz (2026);28747000;1&1 Drillisch
45;12A 2 GHz (2026);28747000;1&1 Drillisch
45;01K 3,6 GHz;2000000;1&1 Drillisch
45;02A 3,6 GHz;4402000;Vodafone
45;03A 3,6 GHz;4402000;Vodafone
45;04A 3,6 GHz;4402000;Vodafone
45;05A 3,6 GHz;4864000;Vodafone
45;06A 3,6 GHz;4422000;Telefónica Deutschland
45;07A 3,6 GHz;4422000;Telefónica Deutschland
45;08A 3,6 GHz;4422000;Telefónica Deutschland
45;09A 3,6 GHz;4422000;Telefónica Deutschland
45;10A 3,6 GHz;4402000;Telekom
45;11A 3,6 GHz;4402000;Telekom
45;12A 3,6 GHz;4402000;Telekom
45;13A 3,6 GHz;4402000;Telekom
45;14A 3,6 GHz;4402000;Vodafone
45;15A 3,6 GHz;4842000;Telekom
45;16A 3,6 GHz;4002000;Telekom
45;17A 3,6 GHz;4002000;Telekom
45;18A 3,6 GHz;24402000;1&1 Drillisch
45;19A 3,6 GHz;24402000;1&1 Drillisch
45;20A 3,6 GHz;24402000;1&1 Drillisch
45;21A 3,6 GHz;23639000;1&1 Drillisch
45;22A 3,6 GHz;23639000;1&1 Drillisch
45;23A 3,6 GHz;26002000;Vodafone
45;24A 3,6 GHz;23870000;Vodafone
45;25A 3,6 GHz;23870000;Vodafone
45;26A 3,6 GHz;23890000;Telefónica Deutschland
45;27A 3,6 GHz;23890000;Telefónica Deutschland
45;28A 3,6 GHz;23890000;Telefónica Deutschland
45;29K 3,6 GHz;23870000;Telekom
46;01A 2 GHz;30576000;Vodafone
46;02A 2 GHz;30576000;Vodafone
46;03A 2 GHz;27787000;Telekom
46;04A 2 GHz;27787000;Telekom
46;05A 2 GHz;30585000;Telefónica Deutschland
46;06A 2 GHz;28465000;Telekom
46;07A 2 GHz;27500000;Vodafone
46;08A 2 GHz;30250000;Telefónica Deutschland
46;09A 2 GHz (2026);14230000;Telefónica Deutschland
46;10A 2 GHz (2026);24439000;Telefónica Deutschland
46;11A 2 GHz (2026);28747000;1&1 Drillisch
46;12A 2 GHz (2026);31621000;Vodafone
46;01K 3,6 GHz;2000000;1&1 Drillisch
46;02A 3,6 GHz;4402000;Vodafone
46;03A 3,6 GHz;4842000;Telekom
46;04A 3,6 GHz;4402000;Vodafone
46;05A 3,6 GHz;4864000;Vodafone
46;06A 3,6 GHz;4422000;Telefónica Deutschland
46;07A 3,6 GHz;4422000;Telefónica Deutschland
46;08A 3,6 GHz;4422000;Telefónica Deutschland
46;09A 3,6 GHz;4422000;Telefónica Deutschland
46;10A 3,6 GHz;4402000;Telekom
46;11A 3,6 GHz;4402000;Telekom
46;12A 3,6 GHz;4402000;Telekom
46;13A 3,6 GHz;4402000;Telekom
46;14A 3,6 GHz;4842000;Telekom
46;15A 3,6 GHz;4842000;Telekom
46;16A 3,6 GHz;4402000;Telefónica Deutschland
46;17A 3,6 GHz;4002000;Telekom
46;18A 3,6 GHz;24402000;1&1 Drillisch
46;19A 3,6 GHz;24402000;1&1 Drillisch
46;20A 3,6 GHz;24402000;1&1 Drillisch
46;21A 3,6 GHz;23639000;1&1 Drillisch
46;22A 3,6 GHz;23639000;1&1 Drillisch
46;23A 3,6 GHz;26002000;Vodafone
46;24A 3,6 GHz;23870000;Vodafone
46;25A 3,6 GHz;23870000;Vodafone
46;26A 3,6 GHz;23890000;Telefónica Deutschland
46;27A 3,6 GHz;23890000;Telefónica Deutschland
46;28A 3,6 GHz;23890000;Telefónica Deutschland
46;29K 3,6 GHz;23870000;Telekom
47;01A 2 GHz;30576000;Vodafone
47;02A 2 GHz;30576000;Vodafone
47;03A 2 GHz;27787000;Telekom
47;04A 2 GHz;27787000;Telekom
47;05A 2 GHz;30585000;Telefónica Deutschland
47;06A 2 GHz;28465000;Telekom
47;07A 2 GHz;30250000;Telekom
47;08A 2 GHz;30250000;Telefónica Deutschland
47;09A 2 GHz (2026);14230000;Telefónica Deutschland
47;10A 2 GHz (2026);24439000;Telefónica Deutschland
47;11A 2 GHz (2026);28747000;1&1 Drillisch
47;12A 2 GHz (2026);34783000;1&1 Drillisch
47;01K 3,6 GHz;2000000;1&1 Drillisch
47;02A 3,6 GHz;4402000;Vodafone
47;03A 3,6 GHz;4842000;Telekom
47;04A 3,6 GHz;4402000;Vodafone
47;05A 3,6 GHz;4864000;Vodafone
47;06A 3,6 GHz;4422000;Telefónica Deutschland
47;07A 3,6 GHz;4422000;Telefónica Deutschland
47;08A 3,6 GHz;4422000;Telefónica Deutschland
47;09A 3,6 GHz;4422000;Telefónica Deutschland
47;10A 3,6 GHz;4402000;Telekom
47;11A 3,6 GHz;4402000;Telekom
47;12A 3,6 GHz;4402000;Telekom
47;13A 3,6 GHz;4402000;Telekom
47;14A 3,6 GHz;4842000;Telekom
47;15A 3,6 GHz;4842000;Telekom
47;16A 3,6 GHz;4842000;Vodafone
47;17A 3,6 GHz;4402000;Vodafone
47;18A 3,6 GHz;24402000;1&1 Drillisch
47;19A 3,6 GHz;24402000;1&1 Drillisch
47;20A 3,6 GHz;24402000;1&1 Drillisch
47;21A 3,6 GHz;23639000;1&1 Drillisch
47;22A 3,6 GHz;23639000;1&1 Drillisch
47;23A 3,6 GHz;26002000;Vodafone
47;24A 3,6 GHz;23870000;Vodafone
47;25A 3,6 GHz;23870000;Vodafone
47;26A 3,6 GHz;23890000;Telefónica Deutschland
47;27A 3,6 GHz;23890000;Telefónica Deutschland
47;28A 3,6 GHz;23890000;Telefónica Deutschland
47;29K 3,6 GHz;23870000;Telekom
48;01A 2 GHz;30576000;Vodafone
48;02A 2 GHz;30576000;Vodafone
48;03A 2 GHz;30565000;Vodafone
48;04A 2 GHz;27787000;Telekom
48;05A 2 GHz;30585000;Telefónica Deutschland
48;06A 2 GHz;28465000;Telekom
48;07A 2 GHz;30250000;Telekom
48;08A 2 GHz;30250000;Telefónica Deutschland
48;09A 2 GHz (2026);15653000;Vodafone
48;10A 2 GHz (2026);24439000;Telefónica Deutschland
48;11A 2 GHz (2026);28747000;1&1 Drillisch
48;12A 2 GHz (2026);34783000;1&1 Drillisch
48;01K 3,6 GHz;2000000;1&1 Drillisch
48;02A 3,6 GHz;4842000;Telekom
48;03A 3,6 GHz;4842000;Telekom
48;04A 3,6 GHz;4842000;Telekom
48;05A 3,6 GHz;4864000;Vodafone
48;06A 3,6 GHz;4422000;Telefónica Deutschland
48;07A 3,6 GHz;4422000;Telefónica Deutschland
48;08A 3,6 GHz;4422000;Telefónica Deutschland
48;09A 3,6 GHz;4422000;Telefónica Deutschland
48;10A 3,6 GHz;4842000;Telefónica Deutschland
48;11A 3,6 GHz;4402000;Telekom
48;12A 3,6 GHz;4402000;Telekom
48;13A 3,6 GHz;4402000;Telekom
48;14A 3,6 GHz;4842000;Telekom
48;15A 3,6 GHz;4842000;Telekom
48;16A 3,6 GHz;4842000;Vodafone
48;17A 3,6 GHz;4402000;Vodafone
48;18A 3,6 GHz;24402000;1&1 Drillisch
48;19A 3,6 GHz;24402000;1&1 Drillisch
48;20A 3,6 GHz;24402000;1&1 Drillisch
48;21A 3,6 GHz;23639000;1&1 Drillisch
48;22A 3,6 GHz;23639000;1&1 Drillisch
48;23A 3,6 GHz;26002000;Vodafone
48;24A 3,6 GHz;23870000;Vodafone
48;25A 3,6 GHz;23870000;Vodafone
48;26A 3,6 GHz;23890000;Telefónica Deutschland
48;27A 3,6 GHz;23890000;Telefónica Deutschland
48;28A 3,6 GHz;23890000;Telefónica Deutschland
48;29K 3,6 GHz;23870000;Telekom
49;01A 2 GHz;30576000;Vodafone
49;02A 2 GHz;30576000;Vodafone
49;03A 2 GHz;30565000;Vodafone
49;04A 2 GHz;30565000;Telefónica Deutschland
49;05A 2 GHz;30585000;Telefónica Deutschland
49;06A 2 GHz;28465000;Telekom
49;07A 2 GHz;30250000;Telekom
49;08A 2 GHz;33275000;Telekom
49;09A 2 GHz (2026);15653000;Vodafone
49;10A 2 GHz (2026);24439000;Telefónica Deutschland
49;11A 2 GHz (2026);28747000;1&1 Drillisch
49;12A 2 GHz (2026);34783000;1&1 Drillisch
49;01K 3,6 GHz;2000000;1&1 Drillisch
49;02A 3,6 GHz;4842000;Telekom
49;03A 3,6 GHz;4842000;Telekom
49;04A 3,6 GHz;4842000;Telekom
49;05A 3,6 GHz;4864000;Vodafone
49;06A 3,6 GHz;4422000;Telefónica Deutschland
49;07A 3,6 GHz;4422000;Telefónica Deutschland
49;08A 3,6 GHz;4422000;Telefónica Deutschland
49;09A 3,6 GHz;4422000;Telefónica Deutschland
49;10A 3,6 GHz;4842000;Telefónica Deutschland
49;11A 3,6 GHz;4842000;Vodafone
49;12A 3,6 GHz;4842000;Vodafone
49;13A 3,6 GHz;4402000;Telekom
49;14A 3,6 GHz;4842000;Telekom
49;15A 3,6 GHz;4842000;Telekom
49;16A 3,6 GHz;4842000;Vodafone
49;17A 3,6 GHz;4842000;Telekom
49;18A 3,6 GHz;24402000;1&1 Drillisch
49;19A 3,6 GHz;24402000;1&1 Drillisch
49;20A 3,6 GHz;24402000;1&1 Drillisch
49;21A 3,6 GHz;23639000;1&1 Drillisch
49;22A 3,6 GHz;23639000;1&1 Drillisch
49;23A 3,6 GHz;26002000;Vodafone
49;24A 3,6 GHz;23870000;Vodafone
49;25A 3,6 GHz;23870000;Vodafone
49;26A 3,6 GHz;23890000;Telefónica Deutschland
49;27A 3,6 GHz;23890000;Telefónica Deutschland
49;28A 3,6 GHz;23890000;Telefónica Deutschland
49;29K 3,6 GHz;23870000;Telekom
50;01A 2 GHz;30576000;Vodafone
50;02A 2 GHz;30576000;Vodafone
50;03A 2 GHz;30565000;Vodafone
50;04A 2 GHz;33621000;Telekom
50;05A 2 GHz;30585000;Telefónica Deutschland
50;06A 2 GHz;31311000;Telefónica Deutschland
50;07A 2 GHz;30250000;Telekom
50;08A 2 GHz;33275000;Telekom
50;09A 2 GHz (2026);15653000;Vodafone
50;10A 2 GHz (2026);24439000;Telefónica Deutschland
50;11A 2 GHz (2026);28747000;1&1 Drillisch
50;12A 2 GHz (2026);34783000;1&1 Drillisch
50;01K 3,6 GHz;2000000;1&1 Drillisch
50;02A 3,6 GHz;4842000;Telekom
50;03A 3,6 GHz;4842000;Telekom
50;04A 3,6 GHz;4842000;Telekom
50;05A 3,6 GHz;4864000;Vodafone
50;06A 3,6 GHz;4864000;Telekom
50;07A 3,6 GHz;4864000;Telekom
50;08A 3,6 GHz;4422000;Telefónica Deutschland
50;09A 3,6 GHz;4422000;Telefónica Deutschland
50;10A 3,6 GHz;4842000;Telefónica Deutschland
50;11A 3,6 GHz;4842000;Vodafone
50;12A 3,6 GHz;4842000;Vodafone
50;13A 3,6 GHz;4842000;Vodafone
50;14A 3,6 GHz;4842000;Telekom
50;15A 3,6 GHz;4842000;Telekom
50;16A 3,6 GHz;4842000;Vodafone
50;17A 3,6 GHz;4842000;Telekom
50;18A 3,6 GHz;24402000;1&1 Drillisch
50;19A 3,6 GHz;24402000;1&1 Drillisch
50;20A 3,6 GHz;24402000;1&1 Drillisch
50;21A 3,6 GHz;23639000;1&1 Drillisch
50;22A 3,6 GHz;23639000;1&1 Drillisch
50;23A 3,6 GHz;26002000;Vodafone
50;24A 3,6 GHz;23870000;Vodafone
50;25A 3,6 GHz;23870000;Vodafone
50;26A 3,6 GHz;23890000;Telefónica Deutschland
50;27A 3,6 GHz;23890000;Telefónica Deutschland
50;28A 3,6 GHz;23890000;Telefónica Deutschland
50;29K 3,6 GHz;23870000;Telekom
51;01A 2 GHz;30576000;Vodafone
51;02A 2 GHz;30576000;Vodafone
51;03A 2 GHz;33621000;Telekom
51;04A 2 GHz;33621000;Telekom
51;05A 2 GHz;30585000;Telefónica Deutschland
51;06A 2 GHz;31311000;Telefónica Deutschland
51;07A 2 GHz;33275000;Telefónica Deutschland
51;08A 2 GHz;33275000;Telekom
51;09A 2 GHz (2026);15653000;Vodafone
51;10A 2 GHz (2026);24439000;Telefónica Deutschland
51;11A 2 GHz (2026);28747000;1&1 Drillisch
51;12A 2 GHz (2026);34783000;1&1 Drillisch
51;01K 3,6 GHz;2000000;1&1 Drillisch
51;02A 3,6 GHz;5326000;Telefónica Deutschland
51;03A 3,6 GHz;5326000;Telefónica Deutschland
51;04A 3,6 GHz;4842000;Telekom
51;05A 3,6 GHz;4864000;Vodafone
51;06A 3,6 GHz;4864000;Telekom
51;07A 3,6 GHz;4864000;Telekom
51;08A 3,6 GHz;4864000;Telekom
51;09A 3,6 GHz;4422000;Telefónica Deutschland
51;10A 3,6 GHz;4842000;Telefónica Deutschland
51;11A 3,6 GHz;4842000;Vodafone
51;12A 3,6 GHz;4842000;Vodafone
51;13A 3,6 GHz;4842000;Vodafone
51;14A 3,6 GHz;4842000;Telekom
51;15A 3,6 GHz;4842000;Telekom
51;16A 3,6 GHz;4842000;Vodafone
51;17A 3,6 GHz;4842000;Telekom
51;18A 3,6 GHz;24402000;1&1 Drillisch
51;19A 3,6 GHz;24402000;1&1 Drillisch
51;20A 3,6 GHz;24402000;1&1 Drillisch
51;21A 3,6 GHz;23639000;1&1 Drillisch
51;22A 3,6 GHz;23639000;1&1 Drillisch
51;23A 3,6 GHz;26002000;Vodafone
51;24A 3,6 GHz;23870000;Vodafone
51;25A 3,6 GHz;23870000;Vodafone
51;26A 3,6 GHz;23890000;Telefónica Deutschland
51;27A 3,6 GHz;23890000;Telefónica Deutschland
51;28A 3,6 GHz;23890000;Telefónica Deutschland
51;29K 3,6 GHz;23870000;Telekom
52;01A 2 GHz;30576000;Vodafone
52;02A 2 GHz;33633000;Telekom
52;03A 2 GHz;33621000;Telekom
52;04A 2 GHz;33621000;Telekom
52;05A 2 GHz;33643000;Vodafone
52;06A 2 GHz;31311000;Telefónica Deutschland
52;07A 2 GHz;33275000;Telefónica Deutschland
52;08A 2 GHz;33275000;Telekom
52;09A 2 GHz (2026);15653000;Vodafone
52;10A 2 GHz (2026);24439000;Telefónica Deutschland
52;11A 2 GHz (2026);28747000;1&1 Drillisch
52;12A 2 GHz (2026);34783000;1&1 Drillisch
52;01K 3,6 GHz;2000000;1&1 Drillisch
52;02A 3,6 GHz;5326000;Telefónica Deutschland
52;03A 3,6 GHz;5326000;Telefónica Deutschland
52;04A 3,6 GHz;5326000;Telefónica Deutschland
52;05A 3,6 GHz;4864000;Vodafone
52;06A 3,6 GHz;4864000;Telekom
52;07A 3,6 GHz;4864000;Telekom
52;08A 3,6 GHz;4864000;Telekom
52;09A 3,6 GHz;4864000;Telekom
52;10A 3,6 GHz;5326000;Telekom
52;11A 3,6 GHz;4842000;Vodafone
52;12A 3,6 GHz;4842000;Vodafone
52;13A 3,6 GHz;4842000;Vodafone
52;14A 3,6 GHz;4842000;Telekom
52;15A 3,6 GHz;4842000;Telekom
52;16A 3,6 GHz;4842000;Vodafone
52;17A 3,6 GHz;4842000;Telekom
52;18A 3,6 GHz;24402000;1&1 Drillisch
52;19A 3,6 GHz;24402000;1&1 Drillisch
52;20A 3,6 GHz;24402000;1&1 Drillisch
52;21A 3,6 GHz;23639000;1&1 Drillisch
52;22A 3,6 GHz;23639000;1&1 Drillisch
52;23A 3,6 GHz;26002000;Vodafone
52;24A 3,6 GHz;23870000;Vodafone
52;25A 3,6 GHz;23870000;Vodafone
52;26A 3,6 GHz;23890000;Telefónica Deutschland
52;27A 3,6 GHz;23890000;Telefónica Deutschland
52;28A 3,6 GHz;23890000;Telefónica Deutschland
52;29K 3,6 GHz;23870000;Telekom
53;01A 2 GHz;33633000;Telefónica Deutschland
53;02A 2 GHz;33633000;Telekom
53;03A 2 GHz;33621000;Telekom
53;04A 2 GHz;33621000;Telekom
53;05A 2 GHz;33643000;Vodafone
53;06A 2 GHz;34442000;Vodafone
53;07A 2 GHz;33275000;Telefónica Deutschland
53;08A 2 GHz;33275000;Telekom
53;09A 2 GHz (2026);15653000;Vodafone
53;10A 2 GHz (2026);24439000;Telefónica Deutschland
53;11A 2 GHz (2026);28747000;1&1 Drillisch
53;12A 2 GHz (2026);34783000;1&1 Drillisch
53;01K 3,6 GHz;2000000;1&1 Drillisch
53;02A 3,6 GHz;5326000;Telefónica Deutschland
53;03A 3,6 GHz;5326000;Telefónica Deutschland
53;04A 3,6 GHz;5326000;Telefónica Deutschland
53;05A 3,6 GHz;4864000;Vodafone
53;06A 3,6 GHz;4864000;Telekom
53;07A 3,6 GHz;4864000;Telekom
53;08A 3,6 GHz;4864000;Telekom
53;09A 3,6 GHz;4864000;Telekom
53;10A 3,6 GHz;5326000;Telekom
53;11A 3,6 GHz;4842000;Vodafone
53;12A 3,6 GHz;4842000;Vodafone
53;13A 3,6 GHz;4842000;Vodafone
53;14A 3,6 GHz;5326000;Telefónica Deutschland
53;15A 3,6 GHz;5326000;Telefónica Deutschland
53;16A 3,6 GHz;5326000;Telekom
53;17A 3,6 GHz;4842000;Telekom
53;18A 3,6 GHz;24402000;1&1 Drillisch
53;19A 3,6 GHz;24402000;1&1 Drillisch
53;20A 3,6 GHz;24402000;1&1 Drillisch
53;21A 3,6 GHz;23639000;1&1 Drillisch
53;22A 3,6 GHz;23639000;1&1 Drillisch
53;23A 3,6 GHz;26002000;Vodafone
53;24A 3,6 GHz;23870000;Vodafone
53;25A 3,6 GHz;23870000;Vodafone
53;26A 3,6 GHz;23890000;Telefónica Deutschland
53;27A 3,6 GHz;23890000;Telefónica Deutschland
53;28A 3,6 GHz;23890000;Telefónica Deutschland
53;29K 3,6 GHz;23870000;Telekom
54;01A 2 GHz;33633000;Telefónica Deutschland
54;02A 2 GHz;33633000;Telekom
54;03A 2 GHz;36983000;Telefónica Deutschland
54;04A 2 GHz;33621000;Telekom
54;05A 2 GHz;33643000;Vodafone
54;06A 2 GHz;34442000;Vodafone
54;07A 2 GHz;36602000;Vodafone
54;08A 2 GHz;33275000;Telekom
54;09A 2 GHz (2026);15653000;Vodafone
54;10A 2 GHz (2026);24439000;Telefónica Deutschland
54;11A 2 GHz (2026);28747000;1&1 Drillisch
54;12A 2 GHz (2026);34783000;1&1 Drillisch
54;01K 3,6 GHz;2000000;1&1 Drillisch
54;02A 3,6 GHz;5326000;Telefónica Deutschland
54;03A 3,6 GHz;5326000;Telefónica Deutschland
54;04A 3,6 GHz;5326000;Telefónica Deutschland
54;05A 3,6 GHz;4864000;Vodafone
54;06A 3,6 GHz;4864000;Telekom
54;07A 3,6 GHz;4864000;Telekom
54;08A 3,6 GHz;4864000;Telekom
54;09A 3,6 GHz;4864000;Telekom
54;10A 3,6 GHz;5326000;Telekom
54;11A 3,6 GHz;5326000;Telekom
54;12A 3,6 GHz;5326000;Telekom
54;13A 3,6 GHz;4842000;Vodafone
54;14A 3,6 GHz;5326000;Telefónica Deutschland
54;15A 3,6 GHz;5326000;Telefónica Deutschland
54;16A 3,6 GHz;5326000;Telekom
54;17A 3,6 GHz;5326000;Vodafone
54;18A 3,6 GHz;24402000;1&1 Drillisch
54;19A 3,6 GHz;24402000;1&1 Drillisch
54;20A 3,6 GHz;24402000;1&1 Drillisch
54;21A 3,6 GHz;23639000;1&1 Drillisch
54;22A 3,6 GHz;23639000;1&1 Drillisch
54;23A 3,6 GHz;26002000;Vodafone
54;24A 3,6 GHz;23870000;Vodafone
54;25A 3,6 GHz;23870000;Vodafone
54;26A 3,6 GHz;23890000;Telefónica Deutschland
54;27A 3,6 GHz;23890000;Telefónica Deutschland
54;28A 3,6 GHz;23890000;Telefónica Deutschland
54;29K 3,6 GHz;23870000;Telekom
55;01A 2 GHz;36996000;Telekom
55;02A 2 GHz;33633000;Telekom
55;03A 2 GHz;36983000;Telefónica Deutschland
55;04A 2 GHz;33621000;Telekom
55;05A 2 GHz;33643000;Vodafone
55;06A 2 GHz;34442000;Vodafone
55;07A 2 GHz;36602000;Vodafone
55;08A 2 GHz;36602000;Telefónica Deutschland
55;09A 2 GHz (2026);15653000;Vodafone
55;10A 2 GHz (2026);24439000;Telefónica Deutschland
55;11A 2 GHz (2026);28747000;1&1 Drillisch
55;12A 2 GHz (2026);34783000;1&1 Drillisch
55;01K 3,6 GHz;2000000;1&1 Drillisch
55;02A 3,6 GHz;5326000;Telefónica Deutschland
55;03A 3,6 GHz;5326000;Telefónica Deutschland
55;04A 3,6 GHz;5326000;Telefónica Deutschland
55;05A 3,6 GHz;4864000;Vodafone
55;06A 3,6 GHz;5350000;Vodafone
55;07A 3,6 GHz;5350000;Vodafone
55;08A 3,6 GHz;4864000;Telekom
55;09A 3,6 GHz;4864000;Telekom
55;10A 3,6 GHz;5326000;Telekom
55;11A 3,6 GHz;5326000;Telekom
55;12A 3,6 GHz;5326000;Telekom
55;13A 3,6 GHz;5326000;Telekom
55;14A 3,6 GHz;5326000;Telefónica Deutschland
55;15A 3,6 GHz;5326000;Telefónica Deutschland
55;16A 3,6 GHz;5326000;Telekom
55;17A 3,6 GHz;5326000;Vodafone
55;18A 3,6 GHz;24402000;1&1 Drillisch
55;19A 3,6 GHz;24402000;1&1 Drillisch
55;20A 3,6 GHz;24402000;1&1 Drillisch
55;21A 3,6 GHz;23639000;1&1 Drillisch
55;22A 3,6 GHz;23639000;1&1 Drillisch
55;23A 3,6 GHz;26002000;Vodafone
55;24A 3,6 GHz;23870000;Vodafone
55;25A 3,6 GHz;23870000;Vodafone
55;26A 3,6 GHz;23890000;Telefónica Deutschland
55;27A 3,6 GHz;23890000;Telefónica Deutschland
55;28A 3,6 GHz;23890000;Telefónica Deutschland
55;29K 3,6 GHz;23870000;Telekom
56;01A 2 GHz;36996000;Telekom
56;02A 2 GHz;33633000;Telekom
56;03A 2 GHz;36983000;Telefónica Deutschland
56;04A 2 GHz;36983000;Telefónica Deutschland
56;05A 2 GHz;37007000;Telekom
56;06A 2 GHz;34442000;Vodafone
56;07A 2 GHz;36602000;Vodafone
56;08A 2 GHz;36602000;Telefónica Deutschland
56;09A 2 GHz (2026);15653000;Vodafone
56;10A 2 GHz (2026);24439000;Telefónica Deutschland
56;11A 2 GHz (2026);28747000;1&1 Drillisch
56;12A 2 GHz (2026);34783000;1&1 Drillisch
56;01K 3,6 GHz;2000000;1&1 Drillisch
56;02A 3,6 GHz;5326000;Telefónica Deutschland
56;03A 3,6 GHz;5326000;Telefónica Deutschland
56;04A 3,6 GHz;5326000;Telefónica Deutschland
56;05A 3,6 GHz;5350000;Telekom
56;06A 3,6 GHz;5350000;Vodafone
